team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,mvp_award
CyberX,Flex,Skyline,Qualifier,12,5,7,44.46,224.59,0.86,35.63,0.92,No
Team Nova,Support,Skyline,Group Stage,14,10,5,45.06,272.9,0.3,52.53,1.0,No
CyberX,IGL,Frozen Base,Group Stage,9,9,9,44.76,205.65,0.21,38.28,0.71,No
Titan Esports,IGL,Frozen Base,Qualifier,15,6,14,42.04,233.07,0.2,41.02,0.83,No
Titan Esports,Support,Skyline,Playoff,21,4,12,51.26,230.47,0.12,58.43,1.0,No
Team Alpha,Sniper,Frozen Base,Final,17,2,8,46.39,182.27,0.78,43.39,0.9,No
Red Vortex,Sniper,Skyline,Group Stage,20,10,17,36.98,237.59,0.25,48.99,0.93,No
CyberX,Support,Dust Arena,Qualifier,12,6,10,55.3,209.07,0.09,46.75,1.0,No
Red Vortex,Entry Fragger,Neon City,Qualifier,11,7,7,31.24,198.9,0.09,36.72,0.83,No
Team Alpha,Entry Fragger,Desert Storm,Playoff,19,9,10,39.72,201.92,0.19,54.96,1.0,No
CyberX,Sniper,Desert Storm,Group Stage,15,8,13,50.84,190.63,0.41,46.32,1.0,No
Phantom Squad,Sniper,Frozen Base,Semi-Final,18,7,5,42.03,211.08,0.74,51.62,1.0,No
Phantom Squad,Sniper,Dust Arena,Qualifier,12,7,10,41.57,207.13,0.86,33.18,0.82,No
Team Alpha,Support,Dust Arena,Group Stage,15,10,7,53.56,233.7,0.97,50.08,0.89,No
Red Vortex,Sniper,Skyline,Qualifier,15,11,11,56.59,219.01,0.48,53.5,1.0,No
Team Nova,IGL,Neon City,Qualifier,13,7,19,49.49,225.83,0.09,37.85,0.89,No
Team Nova,Sniper,Dust Arena,Semi-Final,14,7,10,55.62,217.7,0.82,44.61,0.96,No
Team Alpha,Support,Frozen Base,Qualifier,9,2,4,47.2,209.72,0.17,37.9,0.65,No
Phantom Squad,Flex,Skyline,Qualifier,16,11,10,49.21,210.64,0.85,49.11,0.95,No
CyberX,Support,Neon City,Final,14,4,9,44.33,204.52,0.55,39.66,0.92,No
CyberX,IGL,Desert Storm,Semi-Final,17,12,11,46.34,191.11,0.35,54.67,1.0,No
Phantom Squad,Sniper,Skyline,Playoff,15,12,10,61.5,253.8,0.1,61.75,1.0,Yes
Team Nova,Support,Desert Storm,Semi-Final,9,11,10,51.74,271.01,0.63,38.57,0.8,No
Red Vortex,IGL,Frozen Base,Final,16,4,7,29.97,213.48,0.56,38.38,0.97,No
Team Alpha,Sniper,Neon City,Semi-Final,21,8,5,48.37,217.7,0.63,62.89,1.0,Yes
Team Alpha,Sniper,Skyline,Qualifier,12,8,14,42.08,195.25,0.65,32.54,1.0,No
CyberX,Flex,Desert Storm,Playoff,12,4,7,37.1,234.95,0.06,38.95,1.0,No
CyberX,Flex,Desert Storm,Qualifier,17,8,12,45.64,166.8,0.6,46.82,0.86,No
Team Alpha,Flex,Skyline,Playoff,14,9,11,43.37,217.15,0.64,41.29,0.81,No
Phantom Squad,IGL,Desert Storm,Final,12,8,5,48.92,177.13,0.36,47.86,0.94,No
Team Nova,Flex,Desert Storm,Playoff,12,9,7,49.89,191.69,0.86,42.34,0.92,No
CyberX,Entry Fragger,Dust Arena,Final,11,11,8,49.62,227.39,0.39,45.91,0.89,No
Red Vortex,Support,Desert Storm,Group Stage,20,11,9,62.89,187.89,0.41,69.34,1.0,Yes
Team Nova,Flex,Desert Storm,Final,14,6,8,41.77,129.38,0.58,41.09,0.98,No
Team Alpha,Support,Skyline,Playoff,21,6,11,32.49,224.89,0.68,46.45,0.89,No
Red Vortex,Entry Fragger,Skyline,Qualifier,13,4,11,33.25,210.26,0.05,35.12,1.0,No
Phantom Squad,Entry Fragger,Neon City,Final,24,7,12,49.6,242.98,0.14,66.4,1.0,Yes
Red Vortex,Flex,Dust Arena,Group Stage,15,7,11,33.85,238.67,0.11,41.82,1.0,No
Red Vortex,IGL,Frozen Base,Playoff,13,5,12,56.22,222.47,0.7,40.11,0.92,No
Team Alpha,Flex,Skyline,Semi-Final,16,3,15,32.08,240.31,0.69,29.14,0.97,No
Team Nova,Entry Fragger,Neon City,Semi-Final,18,5,9,51.94,191.57,0.27,55.27,1.0,No
Phantom Squad,Support,Dust Arena,Playoff,13,15,8,47.47,212.96,0.08,55.94,1.0,No
Team Alpha,IGL,Desert Storm,Qualifier,10,8,9,44.45,240.06,0.08,40.43,0.82,No
Team Alpha,Support,Skyline,Semi-Final,12,11,7,38.85,276.97,0.48,42.62,0.88,No
Team Alpha,Entry Fragger,Frozen Base,Qualifier,17,6,7,38.38,241.36,0.11,51.09,1.0,No
Red Vortex,IGL,Frozen Base,Semi-Final,16,12,11,51.84,246.8,0.59,53.02,0.89,No
CyberX,Sniper,Frozen Base,Group Stage,16,7,9,43.93,226.35,0.27,49.27,0.93,No
Phantom Squad,IGL,Frozen Base,Semi-Final,19,4,13,35.48,215.74,0.48,41.94,0.83,No
CyberX,Support,Frozen Base,Group Stage,19,5,10,58.12,199.44,0.52,56.86,1.0,No
Team Alpha,IGL,Neon City,Final,8,7,12,70.72,208.87,0.87,37.66,0.89,No
CyberX,Sniper,Neon City,Semi-Final,13,6,12,54.18,237.77,0.63,40.79,0.72,No
Team Nova,Entry Fragger,Skyline,Qualifier,10,6,11,34.18,225.94,0.72,24.89,0.75,No
CyberX,Support,Skyline,Group Stage,15,6,10,48.44,275.81,0.02,50.02,0.92,No
Team Alpha,Sniper,Desert Storm,Semi-Final,19,5,12,49.78,210.67,0.25,53.39,0.98,No
CyberX,IGL,Skyline,Semi-Final,18,1,7,63.48,185.8,0.77,54.04,0.93,No
Team Alpha,Flex,Dust Arena,Final,19,8,6,41.9,228.79,0.13,59.65,1.0,No
CyberX,Flex,Skyline,Group Stage,11,9,6,42.95,234.94,0.82,38.28,0.91,No
Team Nova,IGL,Neon City,Semi-Final,21,7,10,43.95,242.67,0.46,56.38,1.0,No
Titan Esports,Flex,Dust Arena,Playoff,17,9,9,46.89,202.71,0.32,54.24,0.98,No
Phantom Squad,Entry Fragger,Skyline,Group Stage,16,8,13,34.41,241.65,0.5,39.2,0.88,No
Team Alpha,Support,Skyline,Final,11,11,4,33.87,181.3,0.69,39.04,1.0,No
Team Alpha,Sniper,Skyline,Semi-Final,14,8,11,43.12,226.33,0.1,45.56,0.89,No
Phantom Squad,Flex,Dust Arena,Group Stage,16,7,6,51.17,273.64,0.76,50.98,1.0,No
Titan Esports,IGL,Neon City,Playoff,13,8,16,48.57,183.38,0.81,34.18,0.97,No
Team Nova,Entry Fragger,Desert Storm,Final,20,9,12,47.69,235.51,0.93,51.55,0.82,No
Red Vortex,Sniper,Skyline,Playoff,26,9,6,60.71,226.73,0.95,75.86,1.0,Yes
Red Vortex,Entry Fragger,Desert Storm,Group Stage,16,6,7,40.6,235.39,0.35,47.8,0.99,No
Titan Esports,Support,Desert Storm,Qualifier,16,6,6,39.27,237.88,0.57,45.94,0.9,No
CyberX,Support,Dust Arena,Qualifier,16,10,12,46.05,212.34,0.64,46.62,0.97,No
Team Alpha,Sniper,Neon City,Playoff,15,4,16,52.74,175.72,0.56,38.77,0.85,No
Team Nova,Sniper,Skyline,Final,20,6,20,45.57,239.73,0.7,41.78,0.97,No
Team Alpha,Support,Dust Arena,Final,20,5,11,36.39,162.62,0.34,48.8,1.0,No
Team Alpha,Flex,Dust Arena,Final,13,10,12,35.57,266.71,0.7,34.78,0.86,No
Team Alpha,Sniper,Dust Arena,Semi-Final,17,3,12,61.69,205.13,0.25,53.34,1.0,No
Phantom Squad,IGL,Desert Storm,Group Stage,10,18,12,53.53,250.01,0.04,52.37,1.0,No
Phantom Squad,Entry Fragger,Neon City,Final,22,12,13,43.11,159.02,0.25,62.06,1.0,Yes
CyberX,IGL,Dust Arena,Semi-Final,15,8,11,34.33,223.23,0.28,41.37,1.0,No
Team Nova,Sniper,Skyline,Group Stage,14,6,7,45.98,217.57,0.64,43.59,0.96,No
Phantom Squad,Entry Fragger,Neon City,Group Stage,13,11,11,51.1,181.85,0.76,43.95,0.74,No
Phantom Squad,Sniper,Neon City,Qualifier,21,8,15,41.27,251.88,0.84,47.24,1.0,No
Phantom Squad,Support,Frozen Base,Qualifier,16,9,6,68.22,183.74,0.43,64.81,1.0,Yes
Team Nova,IGL,Dust Arena,Semi-Final,23,8,9,59.84,260.2,0.94,65.52,1.0,Yes
CyberX,Entry Fragger,Frozen Base,Qualifier,9,8,8,43.5,232.39,0.55,34.25,0.73,No
Phantom Squad,IGL,Desert Storm,Playoff,10,6,15,38.62,214.53,0.99,20.41,0.58,No
Team Nova,IGL,Frozen Base,Semi-Final,13,7,5,46.29,260.18,0.87,42.44,0.86,No
Team Nova,Flex,Neon City,Final,16,12,8,51.88,210.45,0.21,59.84,1.0,No
Titan Esports,IGL,Dust Arena,Group Stage,13,9,16,49.24,296.29,0.01,43.52,0.87,No
Titan Esports,Flex,Desert Storm,Group Stage,18,4,10,49.78,220.22,0.57,49.19,1.0,No
Phantom Squad,Flex,Frozen Base,Final,11,7,11,52.03,222.61,0.01,43.91,0.98,No
Team Nova,Support,Skyline,Final,15,8,7,41.56,273.34,0.35,48.28,0.99,No
Red Vortex,Flex,Dust Arena,Playoff,18,7,6,55.63,230.92,0.2,62.81,1.0,Yes
Team Nova,IGL,Skyline,Final,12,8,8,42.71,187.35,0.92,36.16,0.92,No
Titan Esports,Support,Skyline,Playoff,11,6,7,48.11,241.96,0.17,43.35,0.96,No
Titan Esports,Entry Fragger,Desert Storm,Group Stage,22,7,8,49.89,286.17,0.92,58.74,1.0,No
Team Alpha,IGL,Desert Storm,Group Stage,15,7,5,45.14,224.42,0.55,49.07,1.0,No
CyberX,Entry Fragger,Skyline,Group Stage,20,7,10,45.08,232.67,0.09,58.64,0.94,No
CyberX,Sniper,Skyline,Playoff,14,8,4,43.69,220.95,0.34,50.45,1.0,No
Titan Esports,IGL,Dust Arena,Qualifier,22,4,11,48.8,195.48,0.26,58.8,1.0,No
Team Alpha,Flex,Desert Storm,Final,13,5,13,55.7,246.08,0.72,38.65,0.81,No
Red Vortex,Flex,Dust Arena,Group Stage,13,6,9,49.26,196.33,0.97,37.93,0.89,No
Red Vortex,Support,Skyline,Playoff,22,5,9,37.65,236.85,0.93,49.53,0.82,No
Red Vortex,Entry Fragger,Frozen Base,Final,22,15,13,46.84,205.94,0.54,64.02,1.0,Yes
CyberX,Flex,Skyline,Final,12,5,7,43.31,249.41,0.55,38.16,0.83,No
Red Vortex,Support,Frozen Base,Qualifier,10,5,13,39.07,184.65,0.92,22.34,0.56,No
CyberX,Entry Fragger,Frozen Base,Semi-Final,17,5,9,41.59,198.23,0.13,49.5,1.0,No
CyberX,Support,Skyline,Qualifier,9,9,7,44.87,215.73,0.61,36.34,0.78,No
Team Alpha,Sniper,Skyline,Qualifier,10,10,13,55.31,205.39,0.25,42.16,0.95,No
Red Vortex,Entry Fragger,Desert Storm,Qualifier,15,7,7,43.81,193.36,0.49,47.01,1.0,No
Team Nova,Flex,Skyline,Group Stage,13,10,14,40.11,268.58,0.68,35.25,0.75,No
CyberX,IGL,Dust Arena,Qualifier,15,8,5,48.26,184.4,0.03,56.83,1.0,No
Titan Esports,Sniper,Frozen Base,Qualifier,16,11,10,30.61,155.9,0.23,46.01,0.96,No
Titan Esports,Support,Skyline,Semi-Final,15,4,11,47.56,232.92,0.8,38.78,0.85,No
CyberX,Sniper,Dust Arena,Group Stage,13,6,12,59.73,233.35,0.64,43.46,0.86,No
Team Nova,IGL,Frozen Base,Final,14,13,9,51.1,236.48,0.13,56.25,1.0,No
Team Nova,IGL,Neon City,Qualifier,9,6,5,49.19,243.65,0.81,35.49,0.66,No
Team Nova,IGL,Skyline,Final,16,5,14,46.69,182.94,0.89,37.45,0.88,No
Phantom Squad,IGL,Dust Arena,Final,20,7,6,57.61,234.84,0.06,69.21,1.0,Yes
Red Vortex,Support,Dust Arena,Group Stage,6,6,6,35.73,215.59,0.73,22.56,0.77,No
Phantom Squad,Sniper,Frozen Base,Final,13,9,13,41.59,175.71,0.7,35.8,0.85,No
Team Alpha,Flex,Neon City,Group Stage,13,7,11,41.42,231.54,0.98,32.91,0.72,No
Titan Esports,Entry Fragger,Frozen Base,Semi-Final,8,7,10,41.87,220.54,0.73,26.64,0.47,No
Titan Esports,Support,Desert Storm,Semi-Final,11,9,13,37.95,251.36,0.83,28.68,0.8,No
CyberX,Flex,Neon City,Group Stage,15,9,9,43.27,212.09,0.56,46.04,0.79,No
Phantom Squad,Sniper,Frozen Base,Group Stage,14,5,6,45.04,227.94,0.68,42.72,0.94,No
Red Vortex,IGL,Neon City,Qualifier,21,8,8,35.41,234.06,0.22,57.5,1.0,No
Phantom Squad,Entry Fragger,Skyline,Playoff,15,6,7,32.3,277.72,0.16,43.55,1.0,No
Red Vortex,Sniper,Skyline,Final,13,10,14,53.6,184.54,0.71,41.7,0.95,No
Team Alpha,Entry Fragger,Desert Storm,Qualifier,13,9,12,46.18,235.28,0.73,38.79,0.91,No
Red Vortex,Support,Dust Arena,Final,25,6,15,43.82,243.97,0.85,54.41,0.85,No
CyberX,IGL,Dust Arena,Group Stage,14,8,10,46.8,264.97,0.22,47.2,0.9,No
Phantom Squad,Flex,Frozen Base,Group Stage,11,8,6,37.93,187.86,0.36,39.37,1.0,No
Red Vortex,Flex,Desert Storm,Semi-Final,9,15,13,45.22,194.31,0.09,41.71,0.98,No
Team Nova,IGL,Skyline,Group Stage,15,9,14,32.55,198.25,0.01,41.17,0.83,No
CyberX,Entry Fragger,Dust Arena,Qualifier,9,10,12,33.27,224.2,0.99,22.74,0.79,No
CyberX,Sniper,Dust Arena,Group Stage,13,10,10,50.33,227.04,0.18,49.37,0.88,No
Phantom Squad,Support,Neon City,Group Stage,15,10,10,42.49,237.3,0.39,47.35,1.0,No
Titan Esports,IGL,Frozen Base,Semi-Final,15,11,11,44.07,227.65,0.21,49.93,0.89,No
Team Nova,Entry Fragger,Desert Storm,Semi-Final,16,7,17,53.48,199.8,0.22,46.54,0.77,No
Team Nova,Sniper,Dust Arena,Group Stage,9,5,15,44.18,230.16,0.66,23.49,0.78,No
Team Alpha,Entry Fragger,Desert Storm,Qualifier,10,9,7,41.62,272.56,0.46,38.21,0.87,No
Team Nova,IGL,Frozen Base,Semi-Final,10,6,11,56.93,235.49,0.33,40.17,0.98,No
CyberX,Support,Frozen Base,Final,10,8,6,44.83,253.29,0.39,40.52,0.94,No
Phantom Squad,IGL,Frozen Base,Qualifier,21,5,12,44.3,218.39,0.8,49.15,1.0,No
Team Nova,Entry Fragger,Neon City,Final,18,8,9,49.86,173.07,0.38,56.13,1.0,No
Red Vortex,Support,Skyline,Semi-Final,12,6,11,54.57,209.07,0.25,43.78,0.9,No
Team Nova,Entry Fragger,Neon City,Semi-Final,13,5,9,38.43,220.91,0.23,38.92,0.78,No
Phantom Squad,Entry Fragger,Frozen Base,Qualifier,20,5,10,53.15,274.41,0.27,58.88,1.0,No
Titan Esports,Flex,Skyline,Final,12,10,10,47.29,205.92,0.04,47.24,1.0,No
Team Alpha,Support,Frozen Base,Group Stage,13,5,11,34.52,218.44,0.1,36.26,0.83,No
CyberX,Flex,Frozen Base,Final,17,11,9,29.52,225.3,0.55,45.26,0.94,No
Phantom Squad,IGL,Dust Arena,Group Stage,21,9,10,56.63,238.77,0.89,60.41,0.91,Yes
Red Vortex,IGL,Neon City,Group Stage,9,8,11,39.07,186.2,0.01,34.43,0.87,No
CyberX,Sniper,Neon City,Group Stage,9,7,8,50.97,231.25,0.1,41.48,0.76,No
Team Alpha,Entry Fragger,Neon City,Qualifier,19,3,8,42.99,172.94,0.77,46.8,0.8,No
Team Alpha,Sniper,Neon City,Semi-Final,10,9,8,38.44,161.99,0.24,37.82,0.96,No
Phantom Squad,Sniper,Frozen Base,Group Stage,15,7,9,52.06,247.39,0.07,53.33,1.0,No
Phantom Squad,Flex,Neon City,Playoff,16,6,14,52.49,193.22,0.89,41.35,1.0,No
Phantom Squad,Entry Fragger,Neon City,Semi-Final,12,7,8,50.24,207.57,0.88,39.32,0.84,No
Titan Esports,Sniper,Neon City,Final,17,7,13,42.17,200.01,0.31,45.98,1.0,No
Phantom Squad,IGL,Dust Arena,Playoff,19,9,6,59.47,202.86,0.89,61.84,1.0,Yes
Red Vortex,Sniper,Desert Storm,Qualifier,13,7,15,32.55,253.96,0.8,26.27,0.59,No
Titan Esports,Support,Neon City,Playoff,17,2,8,56.21,207.21,0.37,52.41,0.94,No
Red Vortex,Sniper,Frozen Base,Group Stage,18,9,11,47.28,176.51,0.91,48.54,1.0,No
Titan Esports,Sniper,Neon City,Semi-Final,18,5,11,39.45,228.91,0.95,40.23,1.0,No
Phantom Squad,Flex,Desert Storm,Semi-Final,14,7,16,35.28,252.9,0.69,29.74,0.91,No
CyberX,IGL,Dust Arena,Final,14,11,7,43.44,227.16,0.84,45.32,1.0,No
Team Nova,Entry Fragger,Frozen Base,Qualifier,12,11,6,54.82,226.1,0.27,53.71,1.0,No
Titan Esports,Flex,Frozen Base,Final,16,4,9,48.45,243.6,0.15,49.73,1.0,No
Team Nova,Entry Fragger,Desert Storm,Final,7,3,9,42.62,218.73,0.08,28.51,0.67,No
Team Nova,Entry Fragger,Frozen Base,Playoff,18,3,6,45.14,249.68,0.84,47.17,0.91,No
Phantom Squad,Sniper,Desert Storm,Final,11,7,12,44.84,195.91,0.16,37.82,0.97,No
Titan Esports,IGL,Desert Storm,Qualifier,19,5,10,52.01,189.8,0.81,50.9,1.0,No
CyberX,Support,Desert Storm,Semi-Final,17,9,6,26.78,216.9,0.92,41.19,0.96,No
Team Nova,IGL,Dust Arena,Qualifier,16,10,14,28.85,202.06,0.66,35.82,0.94,No
Red Vortex,Sniper,Frozen Base,Group Stage,9,4,12,41.44,178.93,0.38,26.92,0.87,No
Phantom Squad,Flex,Desert Storm,Group Stage,14,4,7,37.24,219.63,0.53,38.32,0.83,No
Team Alpha,Sniper,Desert Storm,Playoff,17,3,15,48.97,190.89,0.37,42.78,1.0,No
Phantom Squad,Sniper,Neon City,Playoff,9,10,10,45.07,227.86,0.89,31.63,0.89,No
Team Nova,Sniper,Dust Arena,Semi-Final,22,12,9,54.25,231.93,0.25,71.62,1.0,Yes
Phantom Squad,Support,Frozen Base,Final,15,10,10,50.16,189.19,0.22,52.88,0.95,No
CyberX,IGL,Dust Arena,Playoff,17,6,8,49.65,244.04,0.59,50.93,0.9,No
Red Vortex,Support,Desert Storm,Playoff,10,6,12,47.58,238.43,1.0,27.79,0.8,No
Red Vortex,IGL,Desert Storm,Playoff,11,8,14,47.58,219.8,0.28,36.99,1.0,No
Titan Esports,Flex,Neon City,Final,10,14,12,47.43,232.35,0.66,39.12,0.97,No
CyberX,IGL,Neon City,Playoff,11,9,8,40.18,235.86,0.46,38.49,0.9,No
Team Nova,Sniper,Dust Arena,Final,24,11,9,45.54,228.69,0.37,69.07,1.0,Yes
Titan Esports,Flex,Neon City,Group Stage,14,10,11,38.6,265.9,0.84,37.9,0.87,No
Red Vortex,IGL,Neon City,Semi-Final,14,6,11,50.09,276.75,0.12,46.84,1.0,No
Red Vortex,Flex,Desert Storm,Qualifier,15,8,13,44.6,177.57,0.16,45.7,1.0,No
Team Alpha,IGL,Dust Arena,Playoff,17,5,15,49.44,212.17,0.38,44.92,0.92,No
Red Vortex,IGL,Neon City,Playoff,11,10,9,31.95,131.99,0.74,31.58,0.74,No
Titan Esports,Support,Desert Storm,Final,8,9,15,46.56,202.41,0.75,25.78,0.77,No
Titan Esports,IGL,Dust Arena,Final,15,6,9,44.46,253.43,1.0,39.23,0.96,No
CyberX,Support,Skyline,Group Stage,9,6,10,48.65,233.33,0.65,31.83,1.0,No
Red Vortex,Support,Dust Arena,Playoff,12,12,9,47.16,233.07,0.34,47.18,1.0,No
Team Alpha,Entry Fragger,Skyline,Semi-Final,19,14,7,37.78,239.84,0.89,54.99,0.89,No
Phantom Squad,Flex,Neon City,Final,17,11,8,42.04,204.1,0.16,56.42,1.0,No
Red Vortex,Entry Fragger,Neon City,Qualifier,16,7,13,58.3,221.65,0.77,47.45,0.71,No
Phantom Squad,Sniper,Skyline,Qualifier,19,9,9,48.07,253.03,0.18,60.23,1.0,Yes
Titan Esports,IGL,Desert Storm,Group Stage,13,6,6,53.67,256.38,0.21,50.73,1.0,No
Team Nova,Sniper,Dust Arena,Group Stage,10,11,7,51.42,223.49,0.91,40.61,1.0,No
Team Alpha,Support,Dust Arena,Semi-Final,17,3,12,47.14,247.5,0.9,39.57,0.9,No
Team Alpha,Entry Fragger,Desert Storm,Playoff,11,8,11,44.64,216.12,0.27,38.62,0.83,No
Phantom Squad,IGL,Neon City,Final,18,2,9,54.96,229.18,0.79,48.58,1.0,No
Red Vortex,Flex,Desert Storm,Group Stage,10,8,3,40.82,241.43,0.47,40.71,0.78,No
Titan Esports,IGL,Frozen Base,Semi-Final,17,11,6,48.51,223.18,0.65,56.75,1.0,No
Red Vortex,Entry Fragger,Frozen Base,Semi-Final,18,10,11,37.33,242.22,0.19,51.77,0.98,No
Titan Esports,Sniper,Frozen Base,Semi-Final,21,8,6,55.61,286.18,0.27,69.11,1.0,Yes
Red Vortex,IGL,Frozen Base,Semi-Final,18,11,9,42.79,183.35,0.96,49.79,1.0,No
Titan Esports,Sniper,Neon City,Qualifier,17,11,11,38.47,182.06,0.35,49.73,0.9,No
Team Alpha,Support,Desert Storm,Playoff,15,7,7,46.65,236.81,0.11,52.23,0.98,No
Titan Esports,IGL,Neon City,Qualifier,16,8,10,39.48,216.12,0.45,45.24,1.0,No
Red Vortex,Entry Fragger,Frozen Base,Final,9,7,5,46.07,208.65,0.59,37.13,0.88,No
Team Nova,Flex,Neon City,Playoff,19,12,15,61.93,199.22,0.67,59.27,0.97,No
Titan Esports,Entry Fragger,Skyline,Qualifier,13,6,16,32.1,173.64,0.55,26.55,0.61,No
Team Nova,Flex,Desert Storm,Playoff,19,4,9,49.04,243.78,0.79,49.62,1.0,No
Phantom Squad,Entry Fragger,Skyline,Qualifier,15,11,10,38.35,212.96,0.39,46.27,0.93,No
Team Alpha,Support,Neon City,Playoff,12,10,8,36.2,204.81,0.16,42.5,1.0,No
Team Nova,Flex,Skyline,Playoff,12,5,10,44.64,213.73,0.79,33.42,0.83,No
Red Vortex,Sniper,Desert Storm,Semi-Final,12,4,8,54.96,249.18,0.66,40.88,0.98,No
Red Vortex,IGL,Dust Arena,Playoff,16,6,10,52.33,218.19,0.38,50.37,0.99,No
Team Alpha,Support,Neon City,Semi-Final,13,6,13,45.06,283.6,0.77,33.83,0.69,No
Phantom Squad,Flex,Frozen Base,Group Stage,18,3,10,56.68,239.79,0.35,53.84,0.97,No
Team Nova,IGL,Neon City,Playoff,16,6,14,44.54,226.4,0.24,43.87,0.79,No
Team Nova,Entry Fragger,Dust Arena,Group Stage,12,6,7,34.06,225.41,0.86,31.43,0.7,No
Phantom Squad,IGL,Desert Storm,Semi-Final,13,5,11,37.03,204.2,0.81,30.41,0.91,No
Team Nova,IGL,Neon City,Qualifier,15,7,10,53.35,185.93,0.43,49.38,1.0,No
Team Alpha,IGL,Dust Arena,Qualifier,13,11,7,48.53,213.94,0.72,47.06,1.0,No
Red Vortex,Sniper,Skyline,Playoff,10,5,11,44.74,186.9,0.4,32.37,0.93,No
Titan Esports,Entry Fragger,Dust Arena,Playoff,18,6,11,39.19,180.93,0.12,49.39,1.0,No
Titan Esports,Entry Fragger,Frozen Base,Playoff,15,10,16,35.69,198.48,0.0,41.84,1.0,No
Red Vortex,Entry Fragger,Frozen Base,Qualifier,19,8,11,58.38,185.56,0.73,56.89,0.94,No
Phantom Squad,IGL,Frozen Base,Final,23,5,12,48.99,236.39,0.97,53.8,0.94,No
Titan Esports,Support,Desert Storm,Semi-Final,15,12,10,30.69,191.99,0.15,45.84,0.96,No
CyberX,Support,Desert Storm,Qualifier,16,4,14,38.88,201.25,0.63,35.14,0.8,No
Team Alpha,Entry Fragger,Desert Storm,Playoff,14,5,16,53.76,251.97,0.31,40.78,0.95,No
Phantom Squad,Flex,Frozen Base,Group Stage,10,9,12,35.13,228.19,0.73,27.26,0.82,No
Red Vortex,Entry Fragger,Skyline,Final,17,4,9,47.98,213.2,0.04,52.59,0.89,No
Team Alpha,IGL,Neon City,Qualifier,19,14,7,46.07,257.14,0.81,59.93,1.0,No
Team Nova,Support,Dust Arena,Semi-Final,13,10,8,54.13,213.12,0.96,45.46,1.0,No
CyberX,Sniper,Frozen Base,Playoff,16,5,12,35.47,191.28,0.93,33.44,0.84,No
Team Alpha,Entry Fragger,Dust Arena,Playoff,12,6,11,52.03,218.11,0.73,37.72,0.65,No
Team Nova,Entry Fragger,Skyline,Playoff,18,11,10,59.66,262.83,0.42,62.63,0.99,Yes
Titan Esports,IGL,Frozen Base,Group Stage,13,5,11,39.91,220.71,0.86,31.35,0.82,No
Titan Esports,Support,Frozen Base,Group Stage,10,6,9,56.32,220.35,0.27,42.46,0.98,No
Red Vortex,Flex,Frozen Base,Qualifier,14,9,5,39.57,191.37,0.92,42.58,0.98,No
Team Nova,Sniper,Dust Arena,Group Stage,19,7,10,44.34,206.67,0.83,48.87,0.86,No
Team Alpha,Entry Fragger,Dust Arena,Group Stage,24,9,6,43.32,144.87,0.21,70.56,1.0,Yes
Team Nova,Sniper,Frozen Base,Final,18,16,11,47.58,212.63,0.06,64.19,1.0,Yes
CyberX,Sniper,Skyline,Final,18,7,9,35.32,210.45,0.98,41.86,1.0,No
Team Alpha,Entry Fragger,Frozen Base,Final,21,11,6,57.79,227.29,0.38,72.09,1.0,Yes
Team Nova,Sniper,Dust Arena,Group Stage,13,15,12,35.98,192.76,0.69,40.09,0.99,No
Phantom Squad,Support,Skyline,Qualifier,14,12,5,44.55,240.0,0.42,53.07,1.0,No
Team Alpha,Sniper,Neon City,Semi-Final,16,8,11,58.85,206.56,0.93,49.12,0.93,No
CyberX,IGL,Desert Storm,Playoff,11,5,11,49.27,226.66,0.15,39.14,0.78,No
Titan Esports,Entry Fragger,Frozen Base,Final,12,12,7,34.56,149.43,0.26,43.68,0.96,No
Phantom Squad,Sniper,Dust Arena,Qualifier,17,4,12,47.18,184.46,0.21,47.49,1.0,No
Team Nova,Flex,Neon City,Semi-Final,18,8,9,33.54,217.61,0.99,41.87,0.87,No
Titan Esports,Sniper,Dust Arena,Semi-Final,20,8,6,32.1,230.12,0.5,53.05,1.0,No
Team Alpha,IGL,Skyline,Semi-Final,15,7,8,29.61,266.4,0.82,35.61,0.78,No
Titan Esports,Sniper,Skyline,Playoff,15,6,12,36.18,274.11,0.87,33.39,0.99,No
Phantom Squad,Flex,Neon City,Semi-Final,16,3,9,47.78,232.9,0.57,44.19,1.0,No
Red Vortex,Support,Skyline,Playoff,15,9,10,43.17,209.27,0.26,47.98,0.9,No
Team Nova,Support,Neon City,Qualifier,13,13,11,39.6,191.05,0.24,45.4,0.95,No
Red Vortex,IGL,Dust Arena,Semi-Final,14,8,7,55.01,185.49,0.5,51.5,0.87,No
Titan Esports,Flex,Neon City,Final,14,4,18,35.9,239.34,0.13,30.65,0.67,No
Phantom Squad,Sniper,Dust Arena,Qualifier,14,7,4,50.9,243.2,0.14,55.05,1.0,No
Team Nova,Sniper,Desert Storm,Qualifier,11,9,7,49.78,237.4,0.1,47.89,0.75,No
Red Vortex,Sniper,Desert Storm,Playoff,16,11,17,50.11,219.69,0.48,46.26,0.78,No
Team Nova,Support,Dust Arena,Semi-Final,14,9,12,40.72,241.17,0.11,44.26,0.96,No
Team Nova,IGL,Desert Storm,Qualifier,9,12,8,50.63,249.68,0.09,46.41,1.0,No
